69,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-10-2021,\N,9:00 AM - 4:30 PM EDT\n,AWS,USA,/brands/aws.png
70,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-11-2004,\N,10:00 AM - 5:30 PM EST\n,AWS,USA,/brands/aws.png
71,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-11-2013,\N,11:00 AM - 6:30 PM EST\n,AWS,USA,/brands/aws.png
72,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-12-2002,\N,9:00 AM - 4:30 PM EST\n,AWS,USA,/brands/aws.png
74,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-01-2007,\N,10:00 AM - 5:30 PM EST\n,AWS,USA,/brands/aws.png
75,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-01-2021,\N,9:00 AM - 4:30 PM EST\n,AWS,USA,/brands/aws.png
76,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-02-2010,\N,11:00 AM - 6:30 PM EST\n,AWS,USA,/brands/aws.png
276,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-02-2003,\N,8:30 AM - 5:00 PM EST\n,CompTIA,USA,/brands/comptia.png
134,24,https://www.learningtree.com/courses/ccnp-encor-training/,CCNP ENCOR Training\n,4300,USD,2815,5 days,01-05-2020,\N,10:00 AM - 6:00 PM EDT\n,CISCO,USA,/brands/cisco.png
277,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-02-2024,\N,9:30 AM - 6:00 PM EST\n,CompTIA,USA,/brands/comptia.png
278,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-03-2003,\N,11:30 AM - 8:00 PM EST\n,CompTIA,USA,/brands/comptia.png
279,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-03-2010,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
280,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-03-2017,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
281,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-04-2028,\N,10:30 AM - 7:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
282,38,https://www.learningtree.com/courses/comptia-network-training/,CompTIA Network+® Training\n,2590,USD,2708,5 days,01-05-2012,\N,8:30 AM - 5:00 PM EDT\n,CompTIA,USA,/brands/comptia.png
283,39,https://www.learningtree.com/courses/casp-plus-certification-training/,CompTIA CASP+® Training\n,3290,USD,2046,5 days,01-06-2003,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
77,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-03-2017,\N,12:00 PM - 7:30 PM EDT\n,AWS,USA,/brands/aws.png
78,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-04-2016,\N,9:00 AM - 4:30 PM EDT\n,AWS,USA,/brands/aws.png
79,8,https://www.learningtree.com/courses/aws-cloud-practitioner-essentials/,AWS Cloud Practitioner Essentials\n,750,USD,1223,1 day,01-05-2001,\N,9:00 AM - 4:30 PM EDT\n,AWS,USA,/brands/aws.png
284,39,https://www.learningtree.com/courses/casp-plus-certification-training/,CompTIA CASP+® Training\n,3290,USD,2046,5 days,01-07-2008,\N,9:00 AM - 4:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
286,39,https://www.learningtree.com/courses/casp-plus-certification-training/,CompTIA CASP+® Training\n,3290,USD,2046,5 days,01-09-2016,\N,10:00 AM - 5:30 PM EDT\n,CompTIA,USA,/brands/comptia.png
